customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,daily_charges,total_services_count
2070-fnexe,1,0,1,0,0,7,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,76.45,503.6,2.51,3
2070-xymfh,0,0,1,0,0,23,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,1,mailed_check,79.35,1835.3,2.61,4
2072-zvjjx,0,1,0,1,0,68,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,25.25,1728.2,0.83,2
2073-qbvbi,0,0,0,1,0,41,0,0,dsl,0,1,0,1,0,0,one_year,0,mailed_check,35.45,1391.65,1.16,3
2074-gkowz,1,1,0,1,1,2,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,bank_transfer_automatic,89.55,185.55,2.94,4
2074-guhpq,0,0,0,0,1,17,1,1,fiber_optic,0,1,1,1,0,0,month-to-month,1,credit_card_automatic,92.7,1556.85,3.05,6
2075-puepr,0,1,0,1,1,55,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,19.35,1153.25,0.64,1
2075-rmjik,0,0,0,1,1,5,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed_check,49.4,232.55,1.62,3
2077-ddhjk,0,0,0,1,0,68,1,1,dsl,1,1,1,1,0,0,two_year,0,credit_card_automatic,70.9,4911.35,2.33,7
2077-mpjqo,0,1,1,1,0,7,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,75.4,533.05,2.48,3
2079-fbmzk,1,0,0,0,0,6,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,69.25,418.4,2.28,2
2080-caznm,0,0,1,0,0,41,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,104.4,4133.95,3.43,7
2080-gkcwq,0,1,0,0,0,2,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,0,electronic_check,74.95,151.75,2.46,3
2080-srcde,0,0,0,0,1,1,1,1,no,0,0,0,0,0,0,month-to-month,0,mailed_check,25.4,25.4,0.83,2
2081-kjsqf,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.25,20.25,0.67,1
2081-veyeh,0,1,0,0,0,3,1,0,fiber_optic,0,1,1,1,1,1,month-to-month,1,electronic_check,107.95,318.6,3.55,7
2082-ceflt,1,1,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,45.6,45.6,1.5,2
2082-ojvtk,1,1,0,1,1,29,1,1,fiber_optic,0,0,1,0,0,1,month-to-month,1,electronic_check,89.2,2698.35,2.93,5
2085-bojki,0,1,0,1,0,17,1,0,fiber_optic,0,0,1,0,1,1,one_year,1,bank_transfer_automatic,96.65,1588.25,3.18,5
2085-jvgad,0,1,0,1,0,37,1,0,no,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,20.35,697.65,0.67,1
2087-qarey,0,0,0,1,0,22,1,0,dsl,0,1,1,0,0,0,month-to-month,1,mailed_check,54.7,1178.75,1.8,4
2088-iebau,0,0,0,0,0,68,1,1,dsl,1,1,1,1,1,1,two_year,1,electronic_check,88.15,6148.45,2.9,9
2091-gppiq,0,0,0,1,1,72,1,1,dsl,0,1,0,1,1,1,two_year,1,electronic_check,78.95,5730.15,2.59,7
2091-mjtfx,1,0,0,1,1,30,0,0,dsl,0,0,0,1,1,1,month-to-month,0,credit_card_automatic,51.2,1561.5,1.68,4
2091-rffba,1,0,1,0,0,31,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,73.9,2217.15,2.43,3
2096-xotmo,0,0,0,1,1,16,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.35,275.9,0.64,1
2097-yvpkn,0,1,0,0,0,65,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,25.75,1654.75,0.85,2
2100-bdnsn,1,0,0,1,0,5,1,1,dsl,0,0,1,1,1,0,month-to-month,0,bank_transfer_automatic,67.95,350.3,2.23,6
2101-rancd,0,0,0,0,0,55,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,73.1,4144.9,2.4,3
2103-zrxfn,0,1,0,0,0,1,1,1,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,50.75,50.75,1.67,3
2105-phwon,0,0,0,1,0,33,1,1,fiber_optic,0,0,1,1,0,1,month-to-month,1,credit_card_automatic,95.0,3008.15,3.12,6
2107-fbptk,0,0,1,0,0,30,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,104.1,3121.1,3.42,7
2108-glpqb,0,1,0,1,0,25,1,1,dsl,0,0,1,0,0,0,month-to-month,0,credit_card_automatic,55.55,1405.3,1.83,4
2108-xwmpy,1,1,0,0,0,3,0,0,dsl,1,1,0,0,0,0,month-to-month,1,mailed_check,35.45,106.85,1.16,3
2108-ykqty,1,0,0,0,0,4,1,0,dsl,0,1,0,0,0,0,month-to-month,0,credit_card_automatic,50.7,151.3,1.67,3
2111-dwyhn,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,21.1,21.1,0.69,1
2114-mgina,1,0,0,0,0,14,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,mailed_check,89.8,1129.1,2.95,4
2115-bftiw,1,1,0,0,0,25,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,mailed_check,70.95,1767.35,2.33,2
2120-smpex,0,1,0,0,0,25,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.15,536.35,0.66,1
2121-jafom,0,0,0,1,0,72,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,credit_card_automatic,115.55,8312.4,3.8,9
2122-szzzd,0,1,0,0,0,44,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_automatic,19.5,835.5,0.64,1
2122-ywvya,0,0,0,0,0,18,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic_check,75.4,1380.4,2.48,3
2123-ageen,0,0,1,0,0,7,1,0,fiber_optic,0,0,1,0,1,0,month-to-month,1,electronic_check,84.35,609.65,2.77,4
2123-vscot,0,0,0,1,1,59,1,1,dsl,0,0,1,1,1,0,two_year,1,bank_transfer_automatic,72.1,4194.85,2.37,6
2126-gsegl,0,0,0,1,0,70,1,1,dsl,0,1,1,1,1,1,two_year,1,bank_transfer_automatic,84.8,5917.55,2.79,8
2129-alkbs,0,0,0,1,1,40,1,1,no,0,0,0,0,0,0,month-to-month,1,electronic_check,26.2,1077.5,0.86,2
2133-tsrrm,0,0,0,0,1,34,1,0,fiber_optic,1,1,1,0,1,1,month-to-month,1,bank_transfer_automatic,105.35,3688.6,3.46,7
2135-dqwaq,0,0,0,0,0,5,1,0,fiber_optic,0,1,0,0,1,0,month-to-month,1,mailed_check,85.3,420.45,2.8,4
2135-rxihg,1,1,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,45.65,45.65,1.5,2
2137-dqmev,0,1,0,1,1,68,0,0,dsl,1,1,0,0,1,0,one_year,0,mailed_check,44.8,2983.65,1.47,4
2138-vfapz,0,0,0,1,1,14,1,0,no,0,0,0,0,0,0,two_year,1,mailed_check,19.7,263.65,0.65,1
2139-fqhlm,0,1,0,0,0,19,1,0,fiber_optic,0,0,1,1,1,0,month-to-month,0,mailed_check,89.95,1682.4,2.96,5
2141-rrygo,1,0,0,0,0,4,1,0,dsl,0,1,0,0,1,1,month-to-month,1,bank_transfer_automatic,68.65,261.25,2.26,5
2143-ljult,0,0,0,1,0,67,1,1,no,0,0,0,0,0,0,two_year,1,credit_card_automatic,25.25,1733.15,0.83,2
2144-bfdso,0,0,1,1,0,50,1,1,fiber_optic,1,1,1,0,1,1,month-to-month,0,bank_transfer_automatic,108.75,5431.9,3.57,8
2144-eswko,0,1,0,0,0,43,0,0,dsl,1,0,1,0,0,0,one_year,1,credit_card_automatic,35.2,1463.7,1.16,3
2146-egvdt,0,1,0,1,1,59,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.3,1192.7,0.63,1
2150-oegbv,0,1,0,0,0,27,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,20.1,562.6,0.66,1
2150-uwtfy,1,0,0,1,1,22,1,0,dsl,1,1,1,0,0,0,month-to-month,0,mailed_check,61.15,1422.05,2.01,5
2150-wlkuw,0,0,0,1,0,40,1,1,dsl,0,1,0,0,1,0,one_year,0,bank_transfer_automatic,63.9,2635.0,2.1,5
2153-mrefk,1,0,0,1,0,37,1,1,fiber_optic,1,0,1,1,0,1,one_year,1,electronic_check,99.2,3754.6,3.26,7
2154-kvjff,1,0,0,0,0,15,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic_check,79.75,1111.85,2.62,4
2155-amqrx,0,0,0,0,0,28,1,1,dsl,0,0,0,1,0,0,month-to-month,1,credit_card_automatic,54.9,1505.15,1.8,4
2157-mxbjs,1,1,0,1,0,13,1,1,dsl,0,0,1,0,1,1,one_year,1,mailed_check,75.3,989.45,2.47,6
2159-turxx,0,1,0,0,0,5,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,20.05,95.55,0.66,1
2160-gpfxd,0,1,0,1,1,54,1,1,dsl,1,1,0,1,0,0,two_year,1,credit_card_automatic,65.65,3566.7,2.16,6
2162-frzaa,0,1,0,1,1,63,0,0,dsl,0,1,1,1,0,0,two_year,0,bank_transfer_automatic,39.35,2395.05,1.29,4
2164-soqxl,0,0,0,1,1,20,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.05,406.05,0.66,1
2165-voegb,1,0,0,0,1,46,1,0,fiber_optic,1,1,0,1,1,1,one_year,1,bank_transfer_automatic,105.2,4822.85,3.46,7
2167-fqstq,0,0,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two_year,1,electronic_check,92.4,6786.1,3.04,9
2169-rrlfw,0,0,0,1,0,71,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,25.6,1888.25,0.84,2
2171-udmfd,0,1,0,1,1,32,1,0,no,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,19.45,674.55,0.64,1
2172-ejxvf,0,0,1,0,0,71,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,electronic_check,105.9,7521.95,3.48,7
2176-lvpnx,0,0,1,0,0,71,1,1,dsl,1,1,1,1,1,1,two_year,0,mailed_check,89.85,6293.45,2.95,9
2176-osjuv,0,1,0,1,0,71,1,1,dsl,1,1,0,1,0,0,two_year,0,bank_transfer_automatic,65.15,4681.75,2.14,6
2178-pmgcj,0,1,0,0,0,22,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,69.7,1490.4,2.29,2
2180-dxneg,1,0,0,0,0,12,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,96.0,1062.1,3.15,5
2181-tidsv,0,1,0,1,1,68,1,0,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,19.95,1303.25,0.66,1
2181-uaesm,0,1,0,0,0,2,1,0,dsl,1,0,1,0,0,0,month-to-month,0,electronic_check,53.45,119.5,1.76,4
2186-qzeya,0,0,1,0,0,29,1,1,dsl,1,1,0,0,0,0,month-to-month,1,bank_transfer_automatic,58.55,1718.95,1.92,5
2187-lzgpl,1,0,0,0,0,7,0,0,dsl,0,1,0,0,0,1,month-to-month,1,credit_card_automatic,40.1,293.3,1.32,3
2187-pkzay,0,1,0,0,0,12,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,bank_transfer_automatic,79.95,1043.4,2.63,3
2188-sxwvt,0,0,0,0,0,34,1,0,dsl,1,1,0,0,0,0,one_year,0,mailed_check,55.0,1885.15,1.81,4
2189-uxtky,1,0,0,1,0,22,1,1,dsl,1,0,0,1,1,1,month-to-month,1,electronic_check,79.2,1742.75,2.6,7
2189-wwoew,1,0,0,0,1,15,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,bank_transfer_automatic,85.9,1269.55,2.82,4
2190-bcxec,0,0,0,1,0,40,1,1,fiber_optic,0,0,0,1,0,0,month-to-month,1,credit_card_automatic,78.85,3126.85,2.59,4
2190-phbhr,0,0,0,1,0,72,1,1,fiber_optic,1,1,0,0,0,1,two_year,1,credit_card_automatic,94.45,6921.7,3.1,6
2192-ckrlv,0,0,0,1,0,72,0,0,dsl,1,1,1,0,0,1,two_year,1,electronic_check,49.2,3580.95,1.62,5
2192-ozitf,0,0,0,0,0,45,1,1,dsl,1,0,0,1,0,1,two_year,0,mailed_check,73.55,3349.1,2.42,6
2193-sfwqw,0,1,0,1,1,72,1,0,fiber_optic,1,1,1,1,1,1,two_year,0,bank_transfer_automatic,111.95,8033.1,3.68,8
2194-iiqof,0,0,0,1,0,71,1,1,dsl,1,1,1,1,1,1,two_year,0,credit_card_automatic,89.3,6388.65,2.93,9
2195-vvrjf,0,1,1,1,0,18,1,0,dsl,1,0,0,0,0,1,month-to-month,1,credit_card_automatic,59.1,1011.05,1.94,4
2195-zrvax,1,0,0,1,0,47,1,0,fiber_optic,0,0,1,0,0,1,month-to-month,1,electronic_check,85.3,4045.65,2.8,4
2197-omwgi,0,0,1,1,1,68,0,0,dsl,0,1,1,0,1,1,two_year,1,electronic_check,53.0,3656.25,1.74,5
2200-dsaal,0,0,0,0,0,68,1,1,dsl,0,1,1,0,1,1,two_year,1,electronic_check,80.65,5330.2,2.65,7
2202-cuyxz,1,1,0,0,0,1,1,0,fiber_optic,0,0,1,0,1,0,month-to-month,1,electronic_check,84.85,84.85,2.79,4
2202-outmo,0,0,0,1,0,34,1,1,dsl,1,0,0,1,0,0,month-to-month,1,bank_transfer_automatic,60.85,2003.6,2.0,5
2203-ghnwn,0,0,0,1,0,24,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,1,mailed_check,79.65,1928.7,2.62,4
2205-lpvgl,0,1,1,1,1,58,1,1,fiber_optic,1,1,0,1,0,0,one_year,1,bank_transfer_automatic,89.85,5125.75,2.95,6
2205-ymzzj,1,1,1,0,0,7,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,84.8,546.95,2.79,4
2207-nhrjk,1,1,0,0,0,1,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic_check,50.8,50.8,1.67,3
2207-obznx,1,1,0,0,0,7,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed_check,51.0,354.05,1.68,3
2207-qpjed,0,0,1,1,0,37,1,0,fiber_optic,0,0,1,1,1,0,month-to-month,0,electronic_check,90.0,3371.75,2.96,5
2207-ryyrl,0,1,0,1,1,52,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,24.55,1331.05,0.81,2
2208-mpxio,0,0,0,1,1,45,1,0,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,20.0,886.4,0.66,1
2208-nkvvh,0,1,0,1,1,43,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,24.25,1077.95,0.8,2
2208-nqbct,0,0,0,1,1,26,1,0,fiber_optic,1,1,0,0,0,0,month-to-month,0,electronic_check,81.95,2070.05,2.69,4
2208-ugtgr,0,1,0,0,0,56,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,0,electronic_check,98.6,5581.05,3.24,6
2209-xadxf,0,0,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,25.25,25.25,0.83,1
2211-rmnho,0,0,0,1,1,68,1,1,dsl,0,1,1,1,1,1,two_year,0,bank_transfer_automatic,85.3,5560.0,2.8,8
2212-lyask,0,1,0,1,1,27,0,0,dsl,0,1,1,0,0,1,one_year,1,credit_card_automatic,45.85,1246.4,1.51,4
2215-zafgx,0,1,0,0,0,9,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,85.5,791.7,2.81,4
2219-mvuso,1,1,0,0,0,8,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,45.15,438.4,1.48,2
2220-iahls,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,19.4,19.4,0.64,1
2223-gdshl,0,1,0,1,1,71,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,116.05,8297.5,3.81,9
2223-kagmx,1,0,0,0,0,15,1,0,no,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,19.4,289.3,0.64,1
2225-zrgsg,1,0,0,1,1,70,1,1,fiber_optic,1,1,1,1,0,0,two_year,0,bank_transfer_automatic,93.9,6579.05,3.09,7
2226-icfdo,0,0,0,1,1,72,1,1,dsl,1,0,1,1,1,1,two_year,1,credit_card_automatic,85.9,6110.75,2.82,8
2227-jrsjx,0,0,0,0,0,21,1,0,fiber_optic,0,1,0,1,1,1,month-to-month,1,bank_transfer_automatic,99.15,1956.4,3.26,6
2228-bzdee,0,0,0,0,0,54,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.1,1079.45,0.66,1
2229-dpmbi,0,0,0,1,1,8,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.5,162.15,0.64,1
2229-vwqjh,0,0,0,0,0,24,1,0,dsl,0,0,1,0,0,0,month-to-month,1,credit_card_automatic,49.3,1233.25,1.62,3
2230-xtuwl,0,0,0,1,1,48,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.55,883.35,0.64,1
2232-dmlxu,1,0,0,1,0,1,1,0,dsl,0,0,0,0,1,0,month-to-month,0,mailed_check,55.2,55.2,1.81,3
2233-fagxv,0,0,0,1,1,5,1,1,no,0,0,0,0,0,0,month-to-month,1,mailed_check,24.3,132.25,0.8,2
2233-txsiu,0,1,0,1,1,17,0,0,dsl,1,0,1,0,1,0,one_year,0,credit_card_automatic,44.45,792.15,1.46,4
2234-eofpt,0,1,0,1,0,72,1,0,dsl,1,1,0,1,1,1,two_year,1,bank_transfer_automatic,79.35,5753.25,2.61,7
2234-xaduh,0,0,0,1,1,72,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,credit_card_automatic,103.2,7362.9,3.39,7
2235-dwlju,0,0,1,0,0,6,0,0,dsl,0,0,0,0,1,1,month-to-month,1,electronic_check,44.4,263.05,1.46,3
2235-ezaik,0,0,0,1,0,72,1,1,dsl,1,1,1,1,1,0,two_year,0,credit_card_automatic,79.2,5401.9,2.6,8
2235-zgkpt,1,0,0,1,1,4,1,1,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,50.85,239.55,1.67,3
2236-hilpa,0,1,0,1,1,62,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,20.65,1218.45,0.68,1
2237-zfsmy,1,0,0,0,0,39,1,0,fiber_optic,1,0,1,1,1,0,one_year,1,electronic_check,95.55,3692.85,3.14,6
2239-cfouj,0,1,0,1,1,1,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.4,20.4,0.67,1
2239-cgbuz,0,0,0,1,0,51,1,0,dsl,1,1,0,1,0,0,one_year,1,bank_transfer_automatic,60.5,3145.15,1.99,5
2239-jalaw,1,1,0,0,0,58,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,bank_transfer_automatic,103.25,6017.65,3.39,7
2240-hsjqd,0,1,0,0,1,38,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,mailed_check,81.85,3141.7,2.69,4
2242-mfotg,0,1,0,0,0,33,1,1,fiber_optic,1,0,0,0,0,0,one_year,0,bank_transfer_automatic,80.1,2603.3,2.63,4
2243-fnmmi,0,1,0,0,0,20,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.4,415.4,0.64,1
2245-adzfj,0,0,0,1,1,31,1,1,dsl,0,1,0,1,1,1,two_year,0,bank_transfer_automatic,80.55,2471.6,2.65,7
2249-yprng,1,0,0,1,1,20,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,bank_transfer_automatic,105.85,2239.65,3.48,7
2250-ivbwa,0,1,0,1,1,64,1,0,fiber_optic,1,1,0,0,0,0,month-to-month,0,electronic_check,81.05,5135.35,2.66,4
2251-pylpb,0,1,0,1,0,72,1,1,dsl,1,1,1,1,0,1,two_year,0,credit_card_automatic,79.55,5810.9,2.61,8
2252-isrnh,0,1,0,1,1,9,1,1,fiber_optic,0,0,1,0,1,0,one_year,1,electronic_check,90.35,767.9,2.97,5
2252-jhjge,0,1,0,0,0,61,1,1,fiber_optic,1,0,1,0,1,1,one_year,0,electronic_check,104.0,6363.45,3.42,7
2252-nknsi,0,1,0,0,1,52,1,1,dsl,1,1,0,1,1,1,two_year,1,mailed_check,85.15,4461.85,2.8,8
2253-kpmnb,0,0,0,1,1,69,0,0,dsl,1,1,1,1,0,0,two_year,0,bank_transfer_automatic,46.25,3121.4,1.52,5
2254-dlxri,0,0,0,0,0,1,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,mailed_check,79.15,79.15,2.6,4
2256-ylylp,0,1,0,1,1,68,1,0,dsl,0,0,1,1,1,1,two_year,1,bank_transfer_automatic,72.95,4953.25,2.4,6
2257-bovxd,0,1,0,1,0,14,1,1,dsl,0,0,0,1,1,0,month-to-month,1,credit_card_automatic,66.6,979.5,2.19,5
2259-ouusz,0,1,0,0,0,7,0,0,dsl,0,0,1,1,0,0,one_year,1,credit_card_automatic,35.5,249.55,1.17,3
2260-ustrb,1,0,1,0,0,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,70.2,115.95,2.31,2
2262-slnvk,0,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic_check,70.1,70.1,2.3,2
2263-sfsqz,0,1,0,1,1,51,1,1,no,0,0,0,0,0,0,two_year,1,mailed_check,24.95,1222.25,0.82,2
2265-cywiv,1,0,1,1,0,4,1,1,fiber_optic,1,0,0,0,1,1,month-to-month,1,electronic_check,99.6,347.65,3.27,6
2266-fubdz,0,1,0,1,1,15,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.35,278.85,0.64,1
2266-sjnat,0,0,0,1,0,72,1,1,fiber_optic,0,1,1,1,1,1,one_year,0,credit_card_automatic,109.15,7789.6,3.59,8
2267-fpima,0,1,0,1,0,50,1,1,fiber_optic,1,1,0,0,0,1,month-to-month,1,credit_card_automatic,94.4,4914.9,3.1,6
2267-wtpyd,0,0,1,1,0,57,1,1,fiber_optic,0,1,1,0,0,1,month-to-month,0,credit_card_automatic,94.0,5438.95,3.09,6
2270-chbfn,0,0,0,1,0,44,1,1,fiber_optic,1,1,1,1,0,0,month-to-month,1,credit_card_automatic,95.1,4060.55,3.12,7
2272-jkmsi,0,0,0,1,1,62,1,1,fiber_optic,0,1,1,1,1,1,one_year,1,electronic_check,110.8,6840.95,3.64,8
2272-qagfo,1,0,1,0,0,14,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,74.3,1096.25,2.44,3
2272-uoini,0,0,0,0,0,7,1,0,dsl,1,1,0,1,1,1,month-to-month,1,electronic_check,78.5,571.05,2.58,7
2272-wuspa,0,0,0,1,0,72,1,1,fiber_optic,1,1,1,0,1,1,two_year,1,electronic_check,110.75,7751.7,3.64,8
2273-qckxa,0,1,0,0,0,1,1,0,dsl,0,0,0,1,0,0,month-to-month,0,mailed_check,49.05,49.05,1.61,3
2274-xuata,0,1,1,1,0,72,0,0,dsl,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,63.1,4685.55,2.07,7
2275-rbyqs,0,0,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,45.4,45.4,1.49,2
2276-ydavz,1,0,0,0,0,3,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,75.1,270.7,2.47,3
2277-axsdc,0,0,0,0,0,32,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,19.75,624.15,0.65,1
2277-bkjkn,0,0,1,1,0,71,1,0,fiber_optic,0,1,1,0,1,1,two_year,1,electronic_check,99.2,7213.75,3.26,6
2277-djjdl,0,1,1,1,0,60,1,1,fiber_optic,0,0,0,1,1,1,month-to-month,1,electronic_check,99.0,6017.9,3.25,6
2277-vwcni,0,0,1,0,0,4,1,1,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,48.75,179.85,1.6,3
2279-axjjk,0,1,0,1,0,52,1,1,fiber_optic,0,1,0,1,0,1,month-to-month,1,credit_card_automatic,95.65,5088.4,3.14,6
2282-ygnor,0,0,0,0,0,29,1,0,dsl,1,0,1,1,0,0,one_year,0,credit_card_automatic,58.0,1734.5,1.91,5
2284-vflkh,0,1,0,1,0,49,1,0,fiber_optic,0,0,1,1,1,1,one_year,1,credit_card_automatic,99.25,4920.8,3.26,6
2292-xqwsv,0,1,0,1,1,40,0,0,dsl,0,1,1,1,1,1,one_year,0,mailed_check,60.3,2448.5,1.98,6
2293-ijwps,0,0,0,1,0,57,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,credit_card_automatic,100.75,5985.0,3.31,6
2294-dmmus,0,0,0,1,1,62,1,1,dsl,0,0,0,0,1,1,month-to-month,1,credit_card_automatic,70.45,4300.45,2.31,5
2294-salne,0,1,0,1,1,23,1,0,fiber_optic,0,1,1,1,0,0,one_year,0,mailed_check,86.8,1940.8,2.85,5
2296-dkzfp,0,0,0,1,0,65,1,0,dsl,1,1,1,0,0,1,two_year,0,bank_transfer_automatic,71.0,4386.2,2.33,6
2300-rqgoi,0,0,0,0,0,38,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.05,741.5,0.66,1
2302-antdp,1,0,1,1,0,48,1,1,fiber_optic,1,1,1,1,1,1,month-to-month,0,electronic_check,117.45,5438.9,3.86,9
2302-ouzxb,0,1,0,1,0,72,1,1,dsl,0,1,1,0,1,1,two_year,0,bank_transfer_automatic,82.15,5784.3,2.7,7
2303-pjyhn,0,0,0,1,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,19.85,52.0,0.65,1
2305-mrglv,0,1,0,1,0,28,1,0,fiber_optic,0,0,0,1,0,0,month-to-month,0,bank_transfer_automatic,76.55,2065.4,2.51,3
2307-fynnl,0,1,1,0,0,65,1,1,fiber_optic,1,0,1,1,1,1,two_year,1,electronic_check,109.05,7108.2,3.58,8
2308-sterm,0,0,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.4,61.05,0.64,1
2309-osfeu,1,1,0,0,0,10,0,0,dsl,0,0,0,0,0,1,month-to-month,1,mailed_check,33.9,298.45,1.11,2
2311-qymuq,1,0,0,1,1,16,1,0,fiber_optic,0,1,1,0,1,0,month-to-month,1,credit_card_automatic,89.45,1430.25,2.94,5
2314-tndjq,0,0,0,1,1,72,0,0,dsl,1,1,1,1,0,1,two_year,0,credit_card_automatic,55.65,3880.05,1.83,6
2316-esmls,0,0,0,1,1,12,0,0,dsl,1,0,0,1,0,0,one_year,0,credit_card_automatic,33.15,444.75,1.09,3
2320-jrsde,1,0,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic_check,19.9,19.9,0.65,1
2320-slkmb,0,0,0,0,0,26,0,0,dsl,0,0,1,1,1,0,month-to-month,1,credit_card_automatic,44.45,1183.8,1.46,4
2320-tzrrh,0,0,0,0,0,20,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.5,403.15,0.64,1
2320-ykqbo,0,0,0,0,0,7,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.3,144.95,0.63,1
2321-ombxy,1,0,0,1,1,38,1,0,dsl,1,1,0,1,1,1,one_year,0,credit_card_automatic,80.3,3058.65,2.64,7
